              latlon ;city
-122.0621,37.9268; Walnut Creek
-122.0615,37.64419; Hayward
-122.0615,37.8962; Walnut Creek
-122.0611,47.5458; Issaquah
-122.0601,37.8981; Walnut Creek
-122.0601,37.9492; Pleasant Hill
-122.0601,37.95024; Pleasant Hill
-122.0585,37.89712; Walnut Creek
-122.0578,37.89777; Walnut Creek
-122.0575,37.6928; Castro Valley
-122.0567,37.37318; Sunnyvale
-122.0566,37.9799; Concord
-122.0564,37.94524; Pleasant Hill
-122.0562,38.25829; Fairfield
-122.0525,38.2733; Fairfield
-122.0513,37.55166; Newark
-122.0506,37.35246; Sunnyvale
-122.048,37.55186; Newark
-122.0478,47.54349; Issaquah
-122.0467,37.93357; Walnut Creek
-122.0463,37.37874; Sunnyvale
-122.0445,47.38912; Maple Valley
-122.0438,38.24934; Fairfield
-122.0416,37.34093; Sunnyvale
-122.0414,37.3228; California
-122.0414,37.3539; Sunnyvale
-122.0413,37.973; Concord
-122.0408,47.54731; Issaquah
-122.0402,37.92693; Walnut Creek
-122.0401,47.54673; Issaquah
-122.0386,37.52999; Newark
-122.0363,37.95821; Concord
-122.0363,47.53789; Issaquah
-122.0356,37.37239; Sunnyvale
-122.0355,47.61237; Sammamish
-122.0354,47.61454; Sammamish
-122.0353,47.58404; Issaquah
-122.0342,38.25832; Fairfield
-122.0339,38.29056; Fairfield
-122.0337,37.8501; #962
-122.0337,37.9766; Concord
-122.0334,47.58167; Sammamish
-122.0325,37.3228; Cupertino
-122.0324,37.25898; Saratoga
-122.0322,37.28012; Saratoga
-122.0319,37.8492; Alamo
-122.0317,37.97762; Concord
-122.0304,37.04696; Scotts Valley
-122.026,36.9739; Santa Cruz
-122.026,47.70007; Redmond
-122.0254,47.37599; Maple Valley
-122.0253,37.36197; Sunnyvale
-122.0247,37.9383; Concord
-122.0212,37.5875; Union City
-122.0206,47.36065; Maple Valley
-122.0183,37.35633; Sunnyvale
-122.0161,37.92676; Walnut Creek
-122.0075,37.06151; Scotts Valley
-122.0064,47.56643; Issaquah
-122.0033,37.82427; Danville
-122.0004,48.10411; Arlington
-121.9999,37.8216; Danville
-121.9989,37.5356; Fremont
-121.9975,37.52508; Newark
-121.9971,37.35238; Santa Clara
-121.9958,38.34352; Vacaville
-121.9942,37.28806; San Jose
-121.9934,37.32308; San Jose
-121.9932,37.97776; Concord
-121.9903,47.19946; Enumclaw
-121.9902,37.2934; San Jose
-121.9901,37.9638; Concord
-121.9897,37.52039; Newark
-121.9895,37.54463; Fremont
-121.9881,37.54881; Fremont
-121.9875,47.73196; Duvall
-121.9864,38.35379; Vacaville
-121.9829,38.35889; Vacaville
-121.9823,37.38779; Santa Clara
-121.9822,37.2858; Campbell
-121.9783,47.1994; Enumclaw
-121.9779,37.3084; San Jose
-121.9761,37.5038; Fremont
-121.9757,37.55396; Fremont
-121.9749,37.7732; San Ramon
-121.9739,37.78067; San Ramon
-121.9705,38.33613; Vacaville
-121.9699,37.50458; Fremont
-121.9671,37.35216; Santa Clara
-121.966,37.32795; Santa Clara
-121.9657,37.23606; Los Gatos
-121.9652,47.85826; Monroe
-121.9649,36.9765; Capitola
-121.9649,37.76394; San Ramon
-121.9601,37.38612; Santa Clara
-121.9562,37.95279; Clayton
-121.9561,37.95158; Clayton
-121.9534,37.51517; Fremont
-121.9521,47.8518; Monroe
-121.9512,37.32053; San Jose
-121.95,37.31304; San Jose
-121.9499,37.30003; San Jose
-121.9498,37.76244; San Ramon
-121.9495,37.5119; Fremont
-121.9488,37.28091; Campbell
-121.9459,37.32336; San Jose
-121.9458,37.2698; Campbell
-121.945,37.2869; Campbell
-121.944,37.40549; San Jose
-121.9437,37.72695; San Ramon
-121.9381,37.3526; Santa Clara
-121.9355,37.35706; Santa Clara
-121.9337,37.70272; Dublin
-121.9324,37.26163; San Jose
-121.9316,37.2927; Campbell
-121.9316,37.2949; San Jose
-121.9313,37.72991; San Ramon
-121.9295,37.49; Fremont
-121.9278,37.70457; Dublin
-121.9269,37.7101; Dublin
-121.9264,37.69248; Pleasanton
-121.924,37.33395; San Jose
-121.9233,37.39804; San Jose
-121.9227,37.36388; San Jose
-121.9217,37.7987; Blackhawk
-121.9212,37.42174; Milpitas
-121.9204,37.36393; San Jose
-121.9195,37.36881; San Jose
-121.9185,37.52823; Fremont
-121.918,37.2629; San Jose
-121.9172,37.79863; Danville
-121.917,37.44685; Milpitas
-121.9149,47.64684; Carnation
-121.9137,37.32343; San Jose
-121.9136,37.30423; San Jose
-121.9128,37.33224; San Jose
-121.9113,37.2944; San Jose
-121.9075,36.9787; Aptos
-121.9071,37.25192; San Jose
-121.903,37.4464; Milpitas
-121.9007,37.43521; Milpitas
-121.9004,36.9765; Aptos
-121.9003,36.61612; Monterey
-121.8998,36.58459; Monterey
-121.8973,37.30364; San Jose
-121.8965,37.41239; Milpitas
-121.8959,37.38289; San Jose
-121.8946,36.59866; Monterey
-121.8934,37.27442; San Jose
-121.8926,37.33509; San Jose
-121.8912,38.01191; Pittsburg
-121.8907,37.33191; San Jose
-121.8897,38.01639; Pittsburgh
-121.889,37.32828; San Jose
-121.8887,37.33373; San Jose
-121.8878,37.24597; San Jose
-121.8857,37.70622; Dublin
-121.8856,37.43529; Milpitas
-121.88,37.29223; San Jose
-121.8764,37.25841; San Jose
-121.8761,37.25949; San Jose
-121.8736,37.99796; Pittsburg
-121.8733,37.67488; Pleasanton
-121.8721,37.70272; Pleasanton
-121.8717,37.71973; Dublin
-121.8662,37.25058; San Jose
-121.8641,37.2224; San Jose
-121.8624,37.25059; San Jose
-121.8619,37.221; San Jose
-121.8613,37.25052; San Jose
-121.8584,37.25016; San Jose
-121.8559,36.60759; Seaside
-121.8549,37.27456; San Jose
-121.8543,36.59728; Monterey
-121.8434,39.76; Chico
-121.8428,38.4568; Dixon
-121.8427,37.37056; San Jose
-121.8423,37.3402; San Jose
-121.8422,36.62276; Sand City
-121.842,37.33896; San Jose
-121.8409,39.7294; Chico
-121.8356,39.7351; Chico
-121.8298,37.25126; San Jose
-121.8258,37.32248; San Jose
-121.8224,37.29963; San Jose
-121.8214,39.76108; Chico
-121.8209,37.3258; San Jose
-121.8194,37.35667; San Jose
-121.8187,37.3248; San Jose
-121.818,37.6987; Livermore
-121.8082,37.3132; San Jose
-121.8077,37.31707; San Jose
-121.8057,37.99698; Antioch
-121.8015,39.7223; Chico
-121.8015,39.7271; Chico
-121.8009,38.67757; Woodland
-121.8001,37.25454; San Jose
-121.7939,37.31371; San Jose
-121.7918,47.48663; North Bend
-121.786,37.96796; Antioch
-121.7847,37.96745; Antioch
-121.7832,37.9669; Antioch
-121.7806,47.49203; North Bend
-121.7785,37.28756; San Jose
-121.7781,36.93848; Freedom
-121.7776,37.67898; Livermore
-121.7742,37.69107; Livermore
-121.7741,37.22998; San Jose
-121.7734,36.91689; Watsonville
-121.7703,37.29796; San Jose
-121.7694,38.56219; Davis
-121.7606,38.54635; Davis
-121.7559,42.2105; Klamath Falls
-121.7494,37.9617; Antioch
-121.7475,37.70058; Livermore
-121.7446,37.69591; Livermore
-121.7428,37.6983; Livermore
-121.7401,38.54369; Davis
-121.7398,37.94717; Brentwood
-121.738,37.9434; Brentwood
-121.73221,38.00218; Oakley
-121.7286,37.92537; Brentwood
-121.7242,37.71806; Livermore
-121.7242,38.54022; Davis
-121.7214,37.7044; Livermore
-121.697,37.92545; Brentwood
-121.6658,36.7918; Prunedale
-121.6641,36.79208; Prunedale
-121.6594,36.65796; Salinas
-121.656,36.72066; Salinas
-121.6543,36.71227; Salinas
-121.6416,37.11108; Morgan Hill
-121.6406,37.88994; Byron
-121.6387,37.11457; Morgan Hill
-121.6373,37.13004; Morgan Hill
-121.6326,39.14536; Yuba City
-121.6244,39.14161; Yuba City
-121.6233,37.10019; Morgan Hill
-121.6227,37.8893; Discovery Bay
-121.6227,37.9254; Brentwood
-121.6159,39.10077; Yuba City
-121.5931,38.69272; Sacramento
-121.5869,38.69073; Sacramento
-121.5636,37.02316; Gilroy
-121.5601,37.01847; Gilroy
-121.5553,38.59122; West Sacramento
-121.5513,38.5693; West Sacramento
-121.5345,45.70973; Hood River
-121.5303,38.6428; Sacramento
-121.5225,38.49552; Sacramento
-121.522,38.65598; Sacramento
-121.5138,38.63673; Sacramento
-121.5038,38.58297; Sacramento
-121.5035,38.48127; Sacramento
-121.5033,38.49126; Sacramento
-121.5031,38.63664; Sacramento
-121.5004,38.57962; Sacramento
-121.5002,45.71148; Hood River
-121.4993,38.58304; Sacramento
-121.4978,38.58015; Sacramento
-121.4977,38.62718; Sacramento
-121.497,38.6128; Sacramento
-121.4948,38.58076; Sacramento
-121.4947,38.56214; Sacramento
-121.4941,38.53488; Sacramento
-121.4922,38.63857; Sacramento
-121.4875,38.57242; Sacramento
-121.4865,38.58085; Sacramento
-121.4851,38.56812; Sacramento
-121.4692,38.5522; Sacramento
-121.467,38.56811; Sacramento
-121.4653,38.5724; Sacramento
-121.4628,37.75681; Tracy
-121.4575,38.49601; Sacramento
-121.4555,38.57035; Sacramento
-121.4516,37.73953; Tracy
-121.4471,38.42324; Elk Grove
-121.4382,38.55828; Sacramento
-121.4361,36.51443; Gonzales
-121.4347,37.72573; Tracy
-121.4343,37.76154; Tracy
-121.4269,38.59957; Sacramento
-121.4185,38.438; Sacramento
-121.4179,38.4235; Elk Grove
-121.4176,38.3919; Elk Grove
-121.4167,38.59615; Sacramento
-121.4147,38.57293; Sacramento
-121.4108,38.48157; Sacramento
-121.4101,38.57461; Sacramento
-121.4096,38.48146; Sacramento
-121.4091,38.54929; Sacramento
-121.4038,38.45246; Sacramento
-121.4001,38.61854; Sacramento
-121.3987,36.85357; Hollister
-121.3957,38.40896; Elk Grove
-121.3912,38.4252; Elk Grove
-121.3882,36.83518; Hollister
-121.3865,38.5958; Sacramento
-121.3832,38.64316; North Highlands
-121.3829,38.57539; Sacramento
-121.3829,38.61341; Sacramento
-121.3775,38.7181; Antelope
-121.3764,38.0566; Stockton
-121.3729,38.42351; Elk Grove
-121.3718,38.45387; Sacramento
-121.3717,38.4534; Elk Grove
-121.3612,38.03315; Stockton
-121.3608,38.54725; Sacramento
-121.3536,38.40906; Elk Grove
-121.3493,38.83881; Lincoln
-121.3433,38.11575; Lodi
-121.3363,38.55814; Sacramento
-121.3338,44.04021; Bend
-121.33,38.77011; Roseville
-121.3286,38.80031; Roseville
-121.3277,38.64944; Carmichael
-121.3216,36.4174; Soledad
-121.3197,38.00874; Stockton
-121.3149,44.05802; Bend
-121.3129,37.99583; Stockton
-121.3094,38.75181; Roseville
-121.3087,38.66529; Fair Oaks
-121.308,44.03306; Bend
-121.3042,38.11548; Lodi
-121.3023,44.05634; Bend
-121.2953,38.01968; Stockton
-121.2928,38.89113; Lincoln
-121.2927,38.89053; Lincoln
-121.29,38.72934; Roseville
-121.2891,38.77726; Roseville
-121.2891,38.79167; Roseville
-121.2868,38.5937; Rancho Cordova
-121.2843,38.7861; Roseville
-121.2736,38.13557; Lodi
-121.2729,38.86719; Lincoln
-121.2723,38.66316; Fair Oaks
-121.2718,38.72551; Roseville
-121.2659,38.79726; Rocklin
-121.2657,38.58967; Rancho Cordova
-121.2657,38.77258; Roseville
-121.2657,38.77984; Rocklin
-121.2627,44.05604; Bend
-121.2626,38.62616; Gold River
-121.2602,44.05481; Bend
-121.2522,38.74414; Roseville
-121.2488,38.74962; Roseville
-121.2393,38.77982; Rocklin
-121.2285,38.67853; Orangevale
-121.2261,38.74163; Roseville
-121.2254,38.67847; Orangevale
-121.2231,38.79099; Rocklin
-121.2206,38.6309; Rancho Cordova
-121.2127,37.8132; Manteca
-121.1932,45.60437; The Dalles
-121.1929,38.69972; Folsom
-121.1921,44.2608; Redmond
-121.1909,38.81859; Loomis
-121.1891,38.7437; Granite Bay
-121.1796,38.65555; Folsom
-121.1789,44.26021; Redmond
-121.1776,37.46514; Patterson
-121.1637,38.67289; Folsom
-121.1613,38.64808; Folsom
-121.1548,38.6713; Folsom
-121.1354,37.73997; Ripon
-121.1234,38.6907; Folsom
-121.1146,38.64505; Folsom
-121.1023,37.75088; Ripon
-121.1009,38.9418; Auburn
-121.0922,38.94251; Auburn
-121.0806,38.87727; Auburn
-121.0761,38.90395; Auburn
-121.0744,38.9039; Auburn
-121.0732,37.70001; Modesto
-121.0691,38.64978; El Dorado Hills
-121.0677,39.20587; Grass Valley
-121.0604,38.1187; Lodi
-121.0594,37.68847; Modesto
-121.0582,38.92082; Auburn
-121.0571,38.922; Auburn
-121.05,37.69882; Modesto
-121.0499,37.68788; Modesto
-121.033,39.2431; Grass Valley
-121.0313,37.66905; Modesto
-121.0158,37.09916; Gustine
-121.00538,38.69834; Cameron Park
-121.0037,37.66023; Modesto
-120.9943,37.68915; Modesto
-120.994,37.67253; Modesto
-120.9903,37.64429; Modesto
-120.9758,37.67711; Modesto
-120.9745,38.65813; Cameron Park
-120.9743,37.61045; Ceres
-120.9735,37.6102; Ceres/Modesto
-120.9721,38.6582; Cameron Pk
-120.9699,38.6581; Cameron Park
-120.9581,37.711; Modesto
-120.9575,37.73264; Riverbank
-120.9513,39.09736; Colfax
-120.9511,37.66348; Modesto
-120.9388,37.60913; Ceres
-120.8945,38.1827; Valley Springs
-120.8802,37.5218; Turlock
-120.8684,37.0568; Los Banos
-120.8534,37.4889; Turlock
-120.8505,37.52243; Turlock
-120.849,37.47801; Turlock
-120.8477,37.76637; Oakdale
-120.842,38.71317; Placerville
-120.8419,35.36726; Morrow Bay
-120.8281,35.31064; Los Osos
-120.7955,38.72893; Placerville
-120.7868,38.73111; Placerville
-120.7358,37.38811; Livingston
-120.7213,38.3148; Martel
-120.7059,35.28279; San Luis Obispo
-120.6964,35.58412; Paso Robles
-120.6872,35.64086; Paso Robles
-120.6807,35.61493; Paso Robles
-120.6702,35.29382; San Luis Obispo
-120.6653,35.4742; Albertsons
-120.6629,35.4847; Atascadero
-120.6618,35.28056; San Luis Obispo
-120.6613,47.59633; Leavenworth
-120.6592,35.622; Paso Robles
-120.644,35.24991; San Luis Obispo
-120.6353,40.40981; Susanville
-120.6253,35.13619; Pismo Beach
-120.6097,35.12096; Grover Beach
-120.6056,35.12078; Arroyo Grande
-120.6042,46.59347; Yakima
-120.5916,35.1242; Arroyo Grande
-120.5844,46.6; Yakima
-120.5834,46.59991; Yakima
-120.5617,46.61798; Yakima
-120.5591,38.0827; Angels Camp
-120.5551,38.0799; Angels Camp
-120.5496,46.99129; Ellensburg
-120.5442,46.99574; Ellensburg
-120.543,35.0765; Arroyo Grande
-120.5393,46.97176; Ellensburg
-120.5383,46.5854; Yakima
-120.5372,47.00226; Ellensburg
-120.5169,46.60266; Yakima
-120.489,46.5777; Yakima
-120.4874,46.5704; Yakima
-120.4852,35.03654; Nipomo
-120.4816,37.29989; Merced
-120.4783,37.31932; Merced
-120.4617,37.33212; Merced
-120.4574,34.65983; Lompoc
-120.4473,34.86513; Santa Maria
-120.436,34.91825; Santa Maria
-120.4357,34.91444; Santa Maria
-120.4183,34.86498; Orcutt
-120.3641,36.1363; Coalinga
-120.3334,47.452; Wenatchee
-120.3314,37.94204; Sonora
-120.3248,47.44103; Wenatchee
-120.3038,39.32626; Truckee
-120.2906,47.41078; East Wenatchee
-120.2894,47.40578; East Wenatchee
-120.2554,37.1262; Chowchilla
-120.2227,39.1804; Olympic Valley
-120.1982,39.20823; Tahoe City
-120.087,36.98175; Madera
-120.0818,36.95294; Madera
-120.0359,39.23878; Kings Beach
-119.9865,39.51875; Verdi
-119.9388,38.9625; Stateline
-119.9388,39.24602; Incline Village
-119.935,38.97022; Stateline
-119.8785,39.5297; Reno
-119.8696,34.43016; Goleta
-119.8696,36.82627; Fresno
-119.8628,39.52608; Reno
-119.8553,34.41329; Isla Vista
-119.855,39.484; Reno
-119.8479,36.8083; Fresno
-119.8474,36.83743; Fresno
-119.8305,34.44268; Goleta
-119.8285,36.82273; Fresno
-119.8264,36.79076; Fresno
-119.82,39.53004; Reno
-119.8181,39.50541; Reno
-119.8121,39.52742; Reno
-119.8084,36.80928; Fresno
-119.8083,39.47652; Reno
-119.8082,36.83694; Fresno
-119.8025,36.75768; Fresno
-119.7912,39.48284; Reno
-119.7908,36.8491; Fresno
-119.7905,36.84573; Fresno
-119.7861,39.47112; Reno
-119.7858,36.7353; Fresno
-119.7834,39.46512; Reno
-119.782,36.80865; Fresno
-119.7811,36.30954; Lemoore
-119.78,36.74288; Fresno
-119.7793,36.74167; Fresno
-119.7792,38.96926; Minden
-119.776,36.80848; Fresno
-119.7746,36.87383; Fresno
-119.7736,39.1103; Carson City
-119.7733,39.19111; Carson City
-119.7729,36.77961; Fresno
-119.7722,36.82061; Fresno
-119.7683,39.43969; Reno
-119.7675,39.14621; Carson City
-119.7602,39.40246; Reno
-119.7588,39.41865; Reno
-119.7568,36.86485; Fresno
-119.7549,36.79421; Fresno
-119.7529,34.44036; Santa Barbara
-119.7522,39.41206; Reno
-119.7471,34.44041; Santa Barbara
-119.7468,36.87777; Fresno
-119.7407,36.80866; Fresno
-119.7337,39.55374; Sparks
-119.7294,36.83755; Clovis
-119.7289,36.823; Clovis
-119.7261,36.8377; Clovis
-119.7237,34.40186; Santa Barbara
-119.7184,36.76501; Fresno
-119.7154,39.53917; Sparks
-119.7131,36.8085; Clovis
-119.7107,38.91095; Gardnerville
-119.7077,39.56545; Sparks
-119.7057,39.5645; Sparks
-119.7035,39.66533; Sparks
-119.7015,36.83699; Clovis
-119.7,36.73621; Fresno
-119.6995,34.41983; Santa Barbara
-119.698,36.73585; Fresno
-119.6958,34.4171; Santa Barbara
-119.6824,36.79198; Clovis
-119.6821,36.8305; Clovis
-119.6821,36.8375; Clovis
-119.681,36.80862; Clovis
-119.6727,36.2902; Hanford
-119.66,37.33378; Oakhurst
-119.6434,37.34057; Oakhurst
-119.643,36.3234; Hanford
-119.6259,36.80291; Clovis
-119.5565,36.5179; Kingsburg
-119.554,36.6949; Sanger
-119.5196,34.39792; Carpinteria
-119.459,36.60414; Reedley
-119.4118,35.40986; Buttonwillow
-119.3971,35.4004; Buttonwillow
-119.3474,36.31267; Visalia
-119.3472,36.32591; Visalia
-119.3138,36.29888; Visalia
-119.2967,36.33456; Visalia
-119.2924,36.33018; Visalia
-119.2914,34.28077; Ventura
-119.2902,45.8491; Hermiston
-119.285,46.26418; Richland
-119.2784,47.14114; Moses Lake
-119.2744,46.29863; Richland
-119.2698,47.13001; Moses Lake
-119.2676,46.2644; Richland
-119.2642,34.26198; Ventura
-119.2627,46.39282; Pasco
-119.259,34.27214; Ventura
-119.2347,34.25995; Ventura
-119.2244,34.26361; Ventura
-119.2236,46.22464; Kennewick
-119.2146,34.1759; Port Hueneme
-119.2127,34.27822; Ventura
-119.2115,34.2618; Ventura
-119.1946,34.21098; Oxnard
-119.1797,34.23567; Oxnard
-119.1791,34.19753; Oxnard
-119.1773,34.17156; Oxnard
-119.1741,46.18453; Kennewick
-119.1715,34.23397; Oxnard
-119.1597,34.1735; Oxnard
-119.1591,46.21216; Kennewick
-119.1583,34.22112; Oxnard
-119.1044,35.38348; Bakersfield
-119.1036,35.3835; Bakersfield
-119.1023,35.33993; Bakersfield
-119.0934,35.3544; Bakersfield
-119.0933,35.31826; Bakersfield
-119.0923,35.31059; Bakersfield
-119.0922,35.39665; Bakersfield
-119.0921,35.3998; Bakersfield
-119.0823,34.34628; Santa Paula
-119.0733,34.21598; Camarillo
-119.0612,35.356; Bakersfield
-119.0582,35.4124; Bakersfield
-119.0546,35.31793; Bakersfield
-119.0458,36.08061; Porterville
-119.0388,34.22582; Camarillo
-119.0363,34.2372; Camarillo
-119.033,35.3394; Bakersfield
-119.0319,35.33932; Bakersfield
-119.0263,35.2959; Bakersfield
-119.0187,35.3685; Bakersfield
-119.0153,35.38118; Bakersfield
-118.9977,34.2284; Camarillo
-118.9664,37.63528; Mammoth Lakes
-118.9561,34.16836; Newbury Park
-118.9497,35.3977; Bakersfield
-118.9416,34.1736; Thousand Oaks
-118.9344,37.6651; Mammoth Lakes
-118.9325,34.9409; Lebec
-118.9252,34.18263; Newbury Park
-118.9217,34.1839; Thousand Oaks
-118.9169,34.39635; Filmore
-118.9113,34.18803; Newbury Park
-118.8974,34.26836; Moorpark
-118.8765,34.17848; Thousand Oaks
-118.8736,34.27894; Moorpark
-118.8682,34.19975; Thousand Oaks
-118.868,34.202; Thousand Oaks
-118.8427,34.03038; Malibu
-118.8404,34.21149; Thousand Oaks
-118.8259,34.15083; Westlake
-118.8229,34.16089; Thousand Oaks
-118.8111,34.25269; Simi Valley
-118.8079,45.66016; Pendleton
-118.7962,34.26197; Simi Valley
-118.7942,34.15667; Westlake Village
-118.7875,34.17448; Oak Park
-118.7845,34.27159; Simi Valley
-118.7755,34.27914; Simi Valley
-118.7614,34.27954; Simi Valley
-118.7573,34.15344; Agoura Hills
-118.7571,34.1606; Agoura
-118.7562,34.156; California
-118.7438,34.2791; Simi Valley
-118.7178,34.2849; Simi Valley
-118.7177,34.28886; Simi Valley
-118.6995,34.1439; Calabasas
-118.6926,34.27167; Simi Valley
-118.6783,34.2718; Simi Valley
-118.6451,34.1546; Calabasas
-118.6426,34.18856; West Hills
-118.6403,34.15693; Calabasas
-118.6357,34.15823; Woodland Hills
-118.6237,34.18638; West Hills
-118.6228,34.4969; Castaic
-118.606,34.2505; Chatsworth
-118.6059,34.16776; Woodland Hills
-118.6059,34.19046; Canoga Park
-118.6047,34.2781; Lassen
-118.6038,34.17923; Woodland Hills
-118.5909,34.43199; Valencia
-118.586,34.16641; Woodland Hills
-118.5784,34.25722; Chatsworth
-118.5731,34.38985; Valencia
-118.5704,34.4116; Santa Clarita
-118.57,34.17122; Woodland Hills
-118.5643,34.27477; Northridge
-118.5623,34.41778; Santa Clarita
-118.5583,34.1727; Tarzana
-118.558,34.24264; Northridge
-118.5574,34.41319; Santa Clarita
-118.5559,34.43367; Valencia
-118.5537,34.18645; Reseda
-118.5534,34.46254; Valencia
-118.5519,34.40335; Santa Clarita
-118.5407,34.3798; Santa Clarita
-118.5402,34.17044; Tarzana
-118.5381,34.42591; Santa Clarita
-118.5369,34.42761; Santa Clara
-118.5362,34.25637; Northridge
-118.5361,34.24129; Northridge
-118.536,34.19457; Reseda
-118.5344,34.16814; Tarzana
-118.5259,34.26457; Granada Hills
-118.5258,34.04739; Pacific Palisades
-118.5107,34.44324; Saugus
-118.5096,34.20826; Van Nuys
-118.5028,34.23395; Northridge
-118.5018,34.02684; Santa Monica
-118.4992,34.01846; Santa Monica
-118.499,34.25743; Granada Hills
-118.4984,34.27192; Granada Hills
-118.4968,34.01623; Santa Monica
-118.4949,34.03242; Santa Monica
-118.4916,34.15738; Encino
-118.4907,34.0484; California
-118.4906,34.01745; Santa Monica
-118.4897,34.02609; Santa Monica
-118.4856,34.23557; North Hills
-118.483,34.00142; Santa Monica
